Id,Date,Message,Description,EntryDateTime,Status,NumberOfExchangeRates,NumberOfCrossRates
2344,2007-09-05 00:00:00,,,2021-11-06 03:45:56.259662,1,18,11
2345,2007-09-06 00:00:00,,,2021-11-06 03:45:57.9759556,1,18,11
2346,2007-09-07 00:00:00,,,2021-11-06 03:45:59.6768061,1,18,11
2347,2007-09-08 00:00:00,Weekend,,2021-11-06 03:46:01.3747223,0,0,0
2348,2007-09-09 00:00:00,Weekend,,2021-11-06 03:46:01.4290836,0,0,0
2349,2007-09-10 00:00:00,,,2021-11-06 03:46:01.4840305,1,18,11
2350,2007-09-11 00:00:00,,,2021-11-06 03:46:03.2110279,1,18,11
2351,2007-09-12 00:00:00,,,2021-11-06 03:46:04.9421889,1,18,11
2352,2007-09-13 00:00:00,,,2021-11-06 03:46:31.4751283,1,18,11
2353,2007-09-14 00:00:00,,,2021-11-06 03:46:33.2906697,1,18,11
2354,2007-09-15 00:00:00,Weekend,,2021-11-06 03:46:35.1748831,0,0,0
2355,2007-09-16 00:00:00,Weekend,,2021-11-06 03:46:35.2363499,0,0,0
2356,2007-09-17 00:00:00,,,2021-11-06 03:46:35.2901701,1,18,11
2357,2007-09-18 00:00:00,,,2021-11-06 03:46:37.1643058,1,18,11
2358,2007-09-19 00:00:00,,,2021-11-06 03:46:38.9551365,1,18,11
2359,2007-09-20 00:00:00,,,2021-11-06 03:46:40.9119008,1,18,11
2360,2007-09-21 00:00:00,,,2021-11-06 03:46:42.8067234,1,18,11
2361,2007-09-22 00:00:00,Weekend,,2021-11-06 03:46:44.8691663,0,0,0
2362,2007-09-23 00:00:00,Weekend,,2021-11-06 03:46:44.9434566,0,0,0
2363,2007-09-24 00:00:00,,,2021-11-06 03:46:45.014746,1,18,11
2364,2007-09-25 00:00:00,,,2021-11-06 03:46:47.0835378,1,18,11
2365,2007-09-26 00:00:00,,,2021-11-06 03:46:49.0087058,1,18,11
2366,2007-09-27 00:00:00,,,2021-11-06 03:46:50.9281469,1,18,11
2367,2007-09-28 00:00:00,,,2021-11-06 03:46:52.7129368,1,18,11
2368,2007-09-29 00:00:00,Weekend,,2021-11-06 03:46:54.5367403,0,0,0
2369,2007-09-30 00:00:00,Weekend,,2021-11-06 03:46:54.5953003,0,0,0
2370,2007-10-01 00:00:00,,,2021-11-06 03:46:54.6607334,1,18,11
2371,2007-10-02 00:00:00,,,2021-11-06 03:47:06.6456728,1,18,11
2372,2007-10-03 00:00:00,,,2021-11-06 03:47:08.5550185,1,18,11
2373,2007-10-04 00:00:00,,,2021-11-06 03:47:10.4747105,1,18,11
2374,2007-10-05 00:00:00,,,2021-11-06 03:47:12.4214487,1,18,11
2375,2007-10-06 00:00:00,Weekend,,2021-11-06 03:47:14.6355807,0,0,0
2376,2007-10-07 00:00:00,Weekend,,2021-11-06 03:47:14.7043588,0,0,0
2377,2007-10-08 00:00:00,,,2021-11-06 03:47:14.7705006,1,18,11
2378,2007-10-09 00:00:00,,,2021-11-06 03:47:16.7134833,1,18,11
2379,2007-10-10 00:00:00,,,2021-11-06 03:47:18.691862,1,18,11
2380,2007-10-11 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 03:47:20.6692803,0,0,0
2381,2007-10-12 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 03:47:20.9095818,0,0,0
2382,2007-10-13 00:00:00,Weekend,,2021-11-06 03:47:21.1437151,0,0,0
2383,2007-10-14 00:00:00,Weekend,,2021-11-06 03:47:21.2066185,0,0,0
2384,2007-10-15 00:00:00,,,2021-11-06 03:47:21.2789839,1,18,11
2385,2007-10-16 00:00:00,,,2021-11-06 03:47:23.213798,1,18,11
2386,2007-10-17 00:00:00,,,2021-11-06 03:47:25.1314079,1,18,11
2387,2007-10-18 00:00:00,,,2021-11-06 03:47:27.0563284,1,18,11
2388,2007-10-19 00:00:00,,,2021-11-06 03:47:29.0823386,1,18,11
2389,2007-10-20 00:00:00,Weekend,,2021-11-06 03:47:31.0336664,0,0,0
2390,2007-10-21 00:00:00,Weekend,,2021-11-06 03:47:31.1123912,0,0,0
2391,2007-10-22 00:00:00,,,2021-11-06 03:47:31.1747393,1,18,11
2392,2007-10-23 00:00:00,,,2021-11-06 03:47:33.1700525,1,18,11
2393,2007-10-24 00:00:00,,,2021-11-06 03:47:35.1429435,1,18,11
2394,2007-10-25 00:00:00,,,2021-11-06 03:47:37.1304658,1,18,11
2395,2007-10-26 00:00:00,,,2021-11-06 03:47:39.1977482,1,18,11
2396,2007-10-27 00:00:00,Weekend,,2021-11-06 03:47:41.1999485,0,0,0
2397,2007-10-28 00:00:00,Weekend,,2021-11-06 03:47:41.2899485,0,0,0
2398,2007-10-29 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 03:47:41.3594451,0,0,0
2399,2007-10-30 00:00:00,,,2021-11-06 03:47:41.6031852,1,18,11
2400,2007-10-31 00:00:00,,,2021-11-06 03:47:43.5690545,1,18,11
2401,2007-11-01 00:00:00,,,2021-11-06 03:47:45.6447965,1,18,11
2402,2007-11-02 00:00:00,,,2021-11-06 03:47:57.623466,1,18,11
2403,2007-11-03 00:00:00,Weekend,,2021-11-06 03:47:59.6681855,0,0,0
2404,2007-11-04 00:00:00,Weekend,,2021-11-06 03:47:59.7331555,0,0,0
2405,2007-11-05 00:00:00,,,2021-11-06 03:47:59.8000327,1,18,11
2406,2007-11-06 00:00:00,,,2021-11-06 03:48:01.847842,1,18,11
2407,2007-11-07 00:00:00,,,2021-11-06 03:48:03.8814963,1,18,11
2408,2007-11-08 00:00:00,,,2021-11-06 03:48:05.8757169,1,18,11
2409,2007-11-09 00:00:00,,,2021-11-06 03:48:07.9500286,1,18,11
2410,2007-11-10 00:00:00,Weekend,,2021-11-06 03:48:42.0771696,0,0,0
2411,2007-11-11 00:00:00,Weekend,,2021-11-06 03:48:42.1419855,0,0,0
2412,2007-11-12 00:00:00,,,2021-11-06 03:48:42.2192947,1,18,11
2413,2007-11-13 00:00:00,,,2021-11-06 03:48:44.2426647,1,18,11
2414,2007-11-14 00:00:00,,,2021-11-06 03:48:46.3612339,1,18,11
2415,2007-11-15 00:00:00,,,2021-11-06 03:48:48.4231154,1,18,11
2416,2007-11-16 00:00:00,,,2021-11-06 03:48:50.465535,1,18,11
2417,2007-11-17 00:00:00,Weekend,,2021-11-06 03:48:52.5120047,0,0,0
2418,2007-11-18 00:00:00,Weekend,,2021-11-06 03:48:52.5748957,0,0,0
2419,2007-11-19 00:00:00,,,2021-11-06 03:48:52.640137,1,18,11
2420,2007-11-20 00:00:00,,,2021-11-06 03:48:54.6801037,1,18,11
2421,2007-11-21 00:00:00,,,2021-11-06 03:48:56.8940016,1,18,11
2422,2007-11-22 00:00:00,,,2021-11-06 03:48:58.9908461,1,18,11
2423,2007-11-23 00:00:00,,,2021-11-06 03:49:01.1292645,1,18,11
2424,2007-11-24 00:00:00,Weekend,,2021-11-06 03:49:03.2563072,0,0,0
2425,2007-11-25 00:00:00,Weekend,,2021-11-06 03:49:03.3248048,0,0,0
2426,2007-11-26 00:00:00,,,2021-11-06 03:49:03.3870915,1,18,11
2427,2007-11-27 00:00:00,,,2021-11-06 03:49:05.563233,1,18,11
2428,2007-11-28 00:00:00,,,2021-11-06 03:49:07.7536438,1,18,11
2429,2007-11-29 00:00:00,,,2021-11-06 03:49:09.8520558,1,18,11
2430,2007-11-30 00:00:00,,,2021-11-06 03:49:12.062946,1,18,11
2431,2007-12-01 00:00:00,Weekend,,2021-11-06 03:49:14.3251481,0,0,0
2432,2007-12-02 00:00:00,Weekend,,2021-11-06 03:49:14.3926458,0,0,0
2433,2007-12-03 00:00:00,,,2021-11-06 03:49:14.456282,1,18,11
2434,2007-12-04 00:00:00,,,2021-11-06 03:49:16.6318151,1,18,11
2435,2007-12-05 00:00:00,,,2021-11-06 03:49:18.8751391,1,18,11
2436,2007-12-06 00:00:00,,,2021-11-06 03:49:21.0525479,1,18,11
2437,2007-12-07 00:00:00,,,2021-11-06 03:49:23.1281899,1,18,11
2438,2007-12-08 00:00:00,Weekend,,2021-11-06 03:49:25.2594629,0,0,0
2439,2007-12-09 00:00:00,Weekend,,2021-11-06 03:49:25.3281281,0,0,0
2440,2007-12-10 00:00:00,,,2021-11-06 03:49:25.3913086,1,18,11
2441,2007-12-11 00:00:00,,,2021-11-06 03:49:27.4660463,1,18,11
2442,2007-12-12 00:00:00,,,2021-11-06 03:49:29.5524395,1,18,11
2443,2007-12-13 00:00:00,,,2021-11-06 03:49:31.7301687,1,18,11
2444,2007-12-14 00:00:00,,,2021-11-06 03:49:33.9003486,1,18,11
2445,2007-12-15 00:00:00,Weekend,,2021-11-06 03:49:36.0217832,0,0,0
2446,2007-12-16 00:00:00,Weekend,,2021-11-06 03:49:36.0924343,0,0,0
2447,2007-12-17 00:00:00,,,2021-11-06 03:49:36.1661454,1,18,11
2448,2007-12-18 00:00:00,,,2021-11-06 03:49:39.3547393,1,18,11
2449,2007-12-19 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 03:49:41.5215621,0,0,0
2450,2007-12-20 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 03:49:41.7783883,0,0,0
2451,2007-12-21 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 03:49:42.0039432,0,0,0
2452,2007-12-22 00:00:00,Weekend,,2021-11-06 03:49:42.2418628,0,0,0
2453,2007-12-23 00:00:00,Weekend,,2021-11-06 03:49:42.3085322,0,0,0
2454,2007-12-24 00:00:00,,,2021-11-06 03:49:42.3812254,1,18,11
2455,2007-12-25 00:00:00,,,2021-11-06 03:49:44.5134111,1,18,11
2456,2007-12-26 00:00:00,,,2021-11-06 03:49:46.6774743,1,18,11
2457,2007-12-27 00:00:00,,,2021-11-06 03:49:48.8779603,1,18,11
2458,2007-12-28 00:00:00,,,2021-11-06 03:49:51.0107995,1,18,11
2459,2007-12-29 00:00:00,Weekend,,2021-11-06 03:49:53.146333,0,0,0
2460,2007-12-30 00:00:00,Weekend,,2021-11-06 03:49:53.2185386,0,0,0
2461,2007-12-31 00:00:00,,,2021-11-06 03:49:53.2995664,1,18,11
2462,2008-01-01 00:00:00,First day of the year,,2021-11-06 03:49:55.4708616,0,0,0
2463,2008-01-02 00:00:00,,,2021-11-06 03:49:55.5409776,1,18,11
2464,2008-01-03 00:00:00,,,2021-11-06 03:49:57.7900479,1,18,11
2583,2008-01-04 00:00:00,,,2021-11-06 03:54:18.1384038,1,18,11
2584,2008-01-05 00:00:00,Weekend,,2021-11-06 03:54:19.1415802,0,0,0
2585,2008-01-06 00:00:00,Weekend,,2021-11-06 03:54:19.1479105,0,0,0
2586,2008-01-07 00:00:00,,,2021-11-06 03:54:19.1537013,1,18,11
2587,2008-01-08 00:00:00,,,2021-11-06 03:54:19.4972008,1,18,11
2588,2008-01-09 00:00:00,,,2021-11-06 03:54:19.8210366,1,18,11
2589,2008-01-10 00:00:00,,,2021-11-06 03:54:20.1349967,1,18,11
2590,2008-01-11 00:00:00,,,2021-11-06 03:54:20.4285305,1,18,11
2591,2008-01-12 00:00:00,Weekend,,2021-11-06 03:54:20.72172,0,0,0
2592,2008-01-13 00:00:00,Weekend,,2021-11-06 03:54:20.7277782,0,0,0
2593,2008-01-14 00:00:00,,,2021-11-06 03:54:20.7344998,1,18,11
2594,2008-01-15 00:00:00,,,2021-11-06 03:54:21.0545463,1,18,11
2595,2008-01-16 00:00:00,,,2021-11-06 03:54:21.3615113,1,18,11
2596,2008-01-17 00:00:00,,,2021-11-06 03:54:21.679865,1,18,11
2597,2008-01-18 00:00:00,,,2021-11-06 03:54:21.9854298,1,18,11
2598,2008-01-19 00:00:00,Weekend,,2021-11-06 03:54:22.294106,0,0,0
2599,2008-01-20 00:00:00,Weekend,,2021-11-06 03:54:22.3028071,0,0,0
2600,2008-01-21 00:00:00,,,2021-11-06 03:54:22.3118303,1,18,11
2601,2008-01-22 00:00:00,,,2021-11-06 03:54:22.6356067,1,18,11
2602,2008-01-23 00:00:00,,,2021-11-06 03:54:22.9286851,1,18,11
2603,2008-01-24 00:00:00,,,2021-11-06 03:54:23.2716477,1,18,11
2604,2008-01-25 00:00:00,,,2021-11-06 03:54:23.5710826,1,18,11
2605,2008-01-26 00:00:00,Weekend,,2021-11-06 03:54:23.881548,0,0,0
2606,2008-01-27 00:00:00,Weekend,,2021-11-06 03:54:23.8916954,0,0,0
2607,2008-01-28 00:00:00,,,2021-11-06 03:54:23.9017243,1,18,11
2608,2008-01-29 00:00:00,,,2021-11-06 03:54:24.21041,1,18,11
2609,2008-01-30 00:00:00,,,2021-11-06 03:54:24.573621,1,18,11
2610,2008-01-31 00:00:00,,,2021-11-06 03:54:24.923624,1,18,11
2611,2008-02-01 00:00:00,,,2021-11-06 03:54:25.2642049,1,18,11
2612,2008-02-02 00:00:00,Weekend,,2021-11-06 03:54:35.6507129,0,0,0
2613,2008-02-03 00:00:00,Weekend,,2021-11-06 03:54:35.6624073,0,0,0
2614,2008-02-04 00:00:00,,,2021-11-06 03:54:35.6739431,1,18,11
2615,2008-02-05 00:00:00,,,2021-11-06 03:54:36.0576733,1,18,11
2616,2008-02-06 00:00:00,,,2021-11-06 03:54:36.4203294,1,18,11
2617,2008-02-07 00:00:00,,,2021-11-06 03:54:36.7862501,1,18,11
2618,2008-02-08 00:00:00,,,2021-11-06 03:54:37.2410053,1,18,11
2619,2008-02-09 00:00:00,Weekend,,2021-11-06 03:54:37.6490111,0,0,0
2620,2008-02-10 00:00:00,Weekend,,2021-11-06 03:54:37.6617467,0,0,0
2621,2008-02-11 00:00:00,,,2021-11-06 03:54:37.673676,1,18,11
2622,2008-02-12 00:00:00,,,2021-11-06 03:54:38.0533335,1,18,11
2623,2008-02-13 00:00:00,,,2021-11-06 03:54:38.4407236,1,18,11
2624,2008-02-14 00:00:00,,,2021-11-06 03:54:38.9010265,1,18,11
2625,2008-02-15 00:00:00,,,2021-11-06 03:54:39.3306133,1,18,11
2626,2008-02-16 00:00:00,Weekend,,2021-11-06 03:54:39.770788,0,0,0
2627,2008-02-17 00:00:00,Weekend,,2021-11-06 03:54:39.7846245,0,0,0
2628,2008-02-18 00:00:00,,,2021-11-06 03:54:39.798456,1,18,11
2629,2008-02-19 00:00:00,,,2021-11-06 03:54:40.2019573,1,18,11
2630,2008-02-20 00:00:00,,,2021-11-06 03:54:40.6233686,1,18,11
2631,2008-02-21 00:00:00,,,2021-11-06 03:54:41.0706069,1,18,11
2632,2008-02-22 00:00:00,,,2021-11-06 03:54:41.5491988,1,18,11
2633,2008-02-23 00:00:00,Weekend,,2021-11-06 03:54:42.0308755,0,0,0
2634,2008-02-24 00:00:00,Weekend,,2021-11-06 03:54:42.0457522,0,0,0
2635,2008-02-25 00:00:00,,,2021-11-06 03:54:42.0604803,1,18,11
2636,2008-02-26 00:00:00,,,2021-11-06 03:54:42.5602661,1,18,11
2637,2008-02-27 00:00:00,,,2021-11-06 03:54:43.0209655,1,18,11
2638,2008-02-28 00:00:00,,,2021-11-06 03:54:43.4827487,1,18,11
2639,2008-02-29 00:00:00,,,2021-11-06 03:54:43.9721382,1,18,11
2640,2008-03-01 00:00:00,Weekend,,2021-11-06 03:54:44.4142191,0,0,0
2641,2008-03-02 00:00:00,Weekend,,2021-11-06 03:54:44.4296544,0,0,0
2642,2008-03-03 00:00:00,,,2021-11-06 03:54:44.4451697,1,18,11
2643,2008-03-04 00:00:00,,,2021-11-06 03:54:44.9414306,1,18,11
2644,2008-03-05 00:00:00,,,2021-11-06 03:54:45.4256701,1,18,11
2645,2008-03-06 00:00:00,,,2021-11-06 03:54:45.9266619,1,18,11
2646,2008-03-07 00:00:00,,,2021-11-06 03:54:46.4615199,1,18,11
2647,2008-03-08 00:00:00,Weekend,,2021-11-06 03:54:47.0000819,0,0,0
2648,2008-03-09 00:00:00,Weekend,,2021-11-06 03:54:47.0159754,0,0,0
2649,2008-03-10 00:00:00,,,2021-11-06 03:54:47.0331771,1,18,11
2650,2008-03-11 00:00:00,,,2021-11-06 03:54:47.5334223,1,18,11
2651,2008-03-12 00:00:00,,,2021-11-06 03:54:48.0603034,1,18,11
2652,2008-03-13 00:00:00,,,2021-11-06 03:54:48.6435582,1,18,11
2653,2008-03-14 00:00:00,,,2021-11-06 03:54:49.1974995,1,18,11
2654,2008-03-15 00:00:00,Weekend,,2021-11-06 03:54:49.7272924,0,0,0
2655,2008-03-16 00:00:00,Weekend,,2021-11-06 03:54:49.7461414,0,0,0
2656,2008-03-17 00:00:00,,,2021-11-06 03:54:49.7640922,1,18,11
2657,2008-03-18 00:00:00,,,2021-11-06 03:54:50.2766266,1,18,11
2658,2008-03-19 00:00:00,,,2021-11-06 03:54:50.8190262,1,18,11
2659,2008-03-20 00:00:00,,,2021-11-06 03:54:51.3806506,1,18,11
2660,2008-03-21 00:00:00,,,2021-11-06 03:54:51.9987823,1,18,11
2661,2008-03-22 00:00:00,Weekend,,2021-11-06 03:54:52.5987484,0,0,0
2662,2008-03-23 00:00:00,Weekend,,2021-11-06 03:54:52.6210337,0,0,0
2663,2008-03-24 00:00:00,,,2021-11-06 03:54:52.6409571,1,18,11
2664,2008-03-25 00:00:00,,,2021-11-06 03:54:53.2723257,1,18,11
2665,2008-03-26 00:00:00,,,2021-11-06 03:54:53.8661443,1,18,11
2666,2008-03-27 00:00:00,,,2021-11-06 03:54:54.5040539,1,18,11
2667,2008-03-28 00:00:00,,,2021-11-06 03:54:55.4844442,1,18,11
2668,2008-03-29 00:00:00,Weekend,,2021-11-06 03:54:56.1214432,0,0,0
2669,2008-03-30 00:00:00,Weekend,,2021-11-06 03:54:56.1416632,0,0,0
2670,2008-03-31 00:00:00,,,2021-11-06 03:54:56.1629844,1,18,11
2671,2008-04-01 00:00:00,,,2021-11-06 03:54:56.7907542,1,18,11
2672,2008-04-02 00:00:00,,,2021-11-06 03:55:07.465947,1,18,11
2673,2008-04-03 00:00:00,,,2021-11-06 03:55:08.1151415,1,18,11
2674,2008-04-04 00:00:00,,,2021-11-06 03:55:08.8035943,1,18,11
2675,2008-04-05 00:00:00,Weekend,,2021-11-06 03:55:09.5267736,0,0,0
2676,2008-04-06 00:00:00,Weekend,,2021-11-06 03:55:09.5511169,0,0,0
2677,2008-04-07 00:00:00,,,2021-11-06 03:55:09.5771214,1,18,11
2678,2008-04-08 00:00:00,,,2021-11-06 03:55:10.3003167,1,18,11
2679,2008-04-09 00:00:00,,,2021-11-06 03:55:11.0609501,1,18,11
2680,2008-04-10 00:00:00,,,2021-11-06 03:55:11.7708859,1,18,11
2681,2008-04-11 00:00:00,,,2021-11-06 03:55:12.4796936,1,18,11
2682,2008-04-12 00:00:00,Weekend,,2021-11-06 03:55:13.2224888,0,0,0
2683,2008-04-13 00:00:00,Weekend,,2021-11-06 03:55:13.2438123,0,0,0
2684,2008-04-14 00:00:00,,,2021-11-06 03:55:13.26354,1,18,11
2685,2008-04-15 00:00:00,,,2021-11-06 03:55:14.0328933,1,18,11
2686,2008-04-16 00:00:00,,,2021-11-06 03:55:14.739423,1,18,11
2687,2008-04-17 00:00:00,,,2021-11-06 03:55:15.4765148,1,18,11
2688,2008-04-18 00:00:00,,,2021-11-06 03:55:16.227438,1,18,11
2689,2008-04-19 00:00:00,Weekend,,2021-11-06 03:55:16.9795103,0,0,0
2690,2008-04-20 00:00:00,Weekend,,2021-11-06 03:55:17.0034761,0,0,0
2691,2008-04-21 00:00:00,,,2021-11-06 03:55:17.0286896,1,18,11
2692,2008-04-22 00:00:00,,,2021-11-06 03:55:17.713371,1,18,11
2693,2008-04-23 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 03:55:18.454397,0,0,0
2694,2008-04-24 00:00:00,,,2021-11-06 03:55:18.6641417,1,18,11
2695,2008-04-25 00:00:00,,,2021-11-06 03:55:19.3808179,1,18,11
2696,2008-04-26 00:00:00,Weekend,,2021-11-06 03:55:20.1287098,0,0,0
2697,2008-04-27 00:00:00,Weekend,,2021-11-06 03:55:20.1508701,0,0,0
2698,2008-04-28 00:00:00,,,2021-11-06 03:55:20.175769,1,18,11
2699,2008-04-29 00:00:00,,,2021-11-06 03:55:20.9057415,1,18,11
2700,2008-04-30 00:00:00,,,2021-11-06 03:55:21.6143101,1,18,11
2701,2008-05-01 00:00:00,,,2021-11-06 03:55:22.4542905,1,18,11
2702,2008-05-02 00:00:00,,,2021-11-06 03:55:33.2521816,1,18,11
2703,2008-05-03 00:00:00,Weekend,,2021-11-06 03:55:34.001816,0,0,0
2704,2008-05-04 00:00:00,Weekend,,2021-11-06 03:55:34.0259236,0,0,0
2705,2008-05-05 00:00:00,,,2021-11-06 03:55:34.048248,1,18,11
2706,2008-05-06 00:00:00,,,2021-11-06 03:55:34.7980728,1,18,11
2707,2008-05-07 00:00:00,,,2021-11-06 03:55:35.5974611,1,18,11
2708,2008-05-08 00:00:00,,,2021-11-06 03:55:36.3781619,1,18,11
2709,2008-05-09 00:00:00,,,2021-11-06 03:55:37.1611061,1,18,11
2710,2008-05-10 00:00:00,Weekend,,2021-11-06 03:55:38.0381207,0,0,0
2711,2008-05-11 00:00:00,Weekend,,2021-11-06 03:55:38.0643754,0,0,0
2712,2008-05-12 00:00:00,,,2021-11-06 03:55:38.0898119,1,18,11
2713,2008-05-13 00:00:00,,,2021-11-06 03:55:39.0147814,1,18,11
2714,2008-05-14 00:00:00,,,2021-11-06 03:55:39.83701,1,18,11
2715,2008-05-15 00:00:00,,,2021-11-06 03:55:40.7772573,1,18,11
2716,2008-05-16 00:00:00,,,2021-11-06 03:55:41.6775889,1,18,11
2717,2008-05-17 00:00:00,Weekend,,2021-11-06 03:55:42.6130719,0,0,0
2718,2008-05-18 00:00:00,Weekend,,2021-11-06 03:55:42.6427945,0,0,0
2719,2008-05-19 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 03:55:42.6709246,0,0,0
2720,2008-05-20 00:00:00,,,2021-11-06 03:55:42.9073979,1,18,11
2721,2008-05-21 00:00:00,,,2021-11-06 03:55:43.9630076,1,18,11
2722,2008-05-22 00:00:00,,,2021-11-06 03:55:45.0796159,1,18,11
2723,2008-05-23 00:00:00,,,2021-11-06 03:55:46.1462412,1,18,11
2724,2008-05-24 00:00:00,Weekend,,2021-11-06 03:55:47.2332069,0,0,0
2725,2008-05-25 00:00:00,Weekend,,2021-11-06 03:55:47.2630058,0,0,0
2726,2008-05-26 00:00:00,,,2021-11-06 03:55:47.2958734,1,18,11
2727,2008-05-27 00:00:00,,,2021-11-06 03:55:48.2103331,1,18,11
2728,2008-05-28 00:00:00,,,2021-11-06 03:55:49.2502314,1,18,11
2729,2008-05-29 00:00:00,,,2021-11-06 03:55:50.3718567,1,18,11
2730,2008-05-30 00:00:00,,,2021-11-06 03:55:51.3234565,1,18,11
2731,2008-05-31 00:00:00,Weekend,,2021-11-06 03:55:52.4295936,0,0,0
2732,2008-06-01 00:00:00,Weekend,,2021-11-06 03:55:52.4593682,0,0,0
2733,2008-06-02 00:00:00,,,2021-11-06 03:55:52.4890893,1,18,11
2734,2008-06-03 00:00:00,,,2021-11-06 03:55:53.3567311,1,18,11
2735,2008-06-04 00:00:00,,,2021-11-06 03:55:54.3013552,1,18,11
2736,2008-06-05 00:00:00,,,2021-11-06 03:55:55.1982611,1,18,11
2737,2008-06-06 00:00:00,,,2021-11-06 03:55:56.1386213,1,18,11
2738,2008-06-07 00:00:00,Weekend,,2021-11-06 03:55:57.0203004,0,0,0
2739,2008-06-08 00:00:00,Weekend,,2021-11-06 03:55:57.0541305,0,0,0
2740,2008-06-09 00:00:00,,,2021-11-06 03:55:57.0872767,1,18,11
2741,2008-06-10 00:00:00,,,2021-11-06 03:55:57.9902329,1,18,11
2742,2008-06-11 00:00:00,,,2021-11-06 03:55:58.9934244,1,18,11
2743,2008-06-12 00:00:00,,,2021-11-06 03:55:59.9781222,1,18,11
2744,2008-06-13 00:00:00,,,2021-11-06 03:56:00.8804233,1,18,11
2745,2008-06-14 00:00:00,Weekend,,2021-11-06 03:56:01.8768795,0,0,0
2746,2008-06-15 00:00:00,Weekend,,2021-11-06 03:56:01.9084358,0,0,0
2747,2008-06-16 00:00:00,,,2021-11-06 03:56:01.940971,1,18,11
2748,2008-06-17 00:00:00,,,2021-11-06 03:56:02.876396,1,18,11
2749,2008-06-18 00:00:00,,,2021-11-06 03:56:03.8810318,1,18,11
2750,2008-06-19 00:00:00,,,2021-11-06 03:56:04.918653,1,18,11
2751,2008-06-20 00:00:00,,,2021-11-06 03:56:05.9096412,1,18,11
2752,2008-06-21 00:00:00,Weekend,,2021-11-06 03:56:06.9714285,0,0,0
2753,2008-06-22 00:00:00,Weekend,,2021-11-06 03:56:07.0059037,0,0,0
2754,2008-06-23 00:00:00,,,2021-11-06 03:56:07.0410385,1,18,11
2755,2008-06-24 00:00:00,,,2021-11-06 03:56:08.0084878,1,18,11
2756,2008-06-25 00:00:00,,,2021-11-06 03:56:09.0191236,1,18,11
2757,2008-06-26 00:00:00,,,2021-11-06 03:56:10.074377,1,18,11
2758,2008-06-27 00:00:00,,,2021-11-06 03:56:11.0977068,1,18,11
2759,2008-06-28 00:00:00,Weekend,,2021-11-06 03:56:12.1147916,0,0,0
2760,2008-06-29 00:00:00,Weekend,,2021-11-06 03:56:12.1591052,0,0,0
2761,2008-06-30 00:00:00,,,2021-11-06 03:56:12.1953544,1,18,11
2762,2008-07-01 00:00:00,,,2021-11-06 03:56:13.1735587,1,18,11
2763,2008-07-02 00:00:00,,,2021-11-06 03:56:24.2785333,1,18,11
2764,2008-07-03 00:00:00,,,2021-11-06 03:56:25.3281082,1,18,11
2765,2008-07-04 00:00:00,,,2021-11-06 03:56:26.4279346,1,18,11
2766,2008-07-05 00:00:00,Weekend,,2021-11-06 03:56:27.4716348,0,0,0
2767,2008-07-06 00:00:00,Weekend,,2021-11-06 03:56:27.5041569,0,0,0
2768,2008-07-07 00:00:00,,,2021-11-06 03:56:27.5399373,1,18,11
2769,2008-07-08 00:00:00,,,2021-11-06 03:56:28.5368326,1,18,11
2770,2008-07-09 00:00:00,,,2021-11-06 03:56:29.5746279,1,18,11
2771,2008-07-10 00:00:00,,,2021-11-06 03:56:30.6236036,1,18,11
2772,2008-07-11 00:00:00,,,2021-11-06 03:56:31.6878441,1,18,11
2773,2008-07-12 00:00:00,Weekend,,2021-11-06 03:56:32.74521,0,0,0
2774,2008-07-13 00:00:00,Weekend,,2021-11-06 03:56:32.7799821,0,0,0
2775,2008-07-14 00:00:00,,,2021-11-06 03:56:32.8171829,1,18,11
2776,2008-07-15 00:00:00,,,2021-11-06 03:56:33.8478919,1,18,11
2777,2008-07-16 00:00:00,,,2021-11-06 03:56:34.8955046,1,18,11
2778,2008-07-17 00:00:00,,,2021-11-06 03:56:35.9731192,1,18,11
2779,2008-07-18 00:00:00,,,2021-11-06 03:56:37.146884,1,18,11
2780,2008-07-19 00:00:00,Weekend,,2021-11-06 03:56:38.289858,0,0,0
2781,2008-07-20 00:00:00,Weekend,,2021-11-06 03:56:38.329196,0,0,0
2782,2008-07-21 00:00:00,,,2021-11-06 03:56:38.369261,1,18,11
2783,2008-07-22 00:00:00,,,2021-11-06 03:56:39.4795605,1,18,11
2784,2008-07-23 00:00:00,,,2021-11-06 03:56:40.5853376,1,18,11
2785,2008-07-24 00:00:00,,,2021-11-06 03:56:41.696611,1,18,11
2786,2008-07-25 00:00:00,,,2021-11-06 03:56:42.8396485,1,18,11
2787,2008-07-26 00:00:00,Weekend,,2021-11-06 03:56:44.0291764,0,0,0
2788,2008-07-27 00:00:00,Weekend,,2021-11-06 03:56:44.0694485,0,0,0
2789,2008-07-28 00:00:00,,,2021-11-06 03:56:44.10856,1,18,11
