Id,Date,Message,Description,EntryDateTime,Status,NumberOfExchangeRates,NumberOfCrossRates
4951,2014-06-29 00:00:00,Weekend,,2021-11-06 12:39:47.7495985,0,,
4952,2014-06-30 00:00:00,,,2021-11-06 12:39:47.7624565,1,18,17
4953,2014-07-01 00:00:00,,,2021-11-06 12:39:48.2211977,1,18,17
4954,2014-07-02 00:00:00,,,2021-11-06 12:39:58.7360546,1,18,17
4955,2014-07-03 00:00:00,,,2021-11-06 12:40:00.3676641,1,18,17
4956,2014-07-04 00:00:00,,,2021-11-06 12:40:00.894192,1,18,17
4957,2014-07-05 00:00:00,Weekend,,2021-11-06 12:40:01.4145065,0,,
4958,2014-07-06 00:00:00,Weekend,,2021-11-06 12:40:01.4311556,0,,
4959,2014-07-07 00:00:00,,,2021-11-06 12:40:01.4486921,1,18,17
4960,2014-07-08 00:00:00,,,2021-11-06 12:40:01.9766192,1,18,17
4961,2014-07-09 00:00:00,,,2021-11-06 12:40:02.5355203,1,18,17
4962,2014-07-10 00:00:00,,,2021-11-06 12:40:03.1153692,1,18,17
4963,2014-07-11 00:00:00,,,2021-11-06 12:40:03.6845431,1,18,17
4964,2014-07-12 00:00:00,Weekend,,2021-11-06 12:40:04.2470606,0,,
4965,2014-07-13 00:00:00,Weekend,,2021-11-06 12:40:04.2630606,0,,
4966,2014-07-14 00:00:00,,,2021-11-06 12:40:04.2789859,1,18,17
4967,2014-07-15 00:00:00,,,2021-11-06 12:40:04.8459239,1,18,17
4968,2014-07-16 00:00:00,,,2021-11-06 12:40:05.4300685,1,18,17
4969,2014-07-17 00:00:00,,,2021-11-06 12:40:06.0350765,1,18,17
4970,2014-07-18 00:00:00,,,2021-11-06 12:40:06.6325103,1,18,17
4971,2014-07-19 00:00:00,Weekend,,2021-11-06 12:40:07.2330188,0,,
4972,2014-07-20 00:00:00,Weekend,,2021-11-06 12:40:07.2501982,0,,
4973,2014-07-21 00:00:00,,,2021-11-06 12:40:07.2677922,1,18,17
4974,2014-07-22 00:00:00,,,2021-11-06 12:40:07.8734997,1,18,17
4975,2014-07-23 00:00:00,,,2021-11-06 12:40:08.5151642,1,18,17
4976,2014-07-24 00:00:00,,,2021-11-06 12:40:09.160451,1,18,17
4977,2014-07-25 00:00:00,,,2021-11-06 12:40:09.8061454,1,18,17
4978,2014-07-26 00:00:00,Weekend,,2021-11-06 12:40:10.4608456,0,,
4979,2014-07-27 00:00:00,Weekend,,2021-11-06 12:40:10.4791141,0,,
4980,2014-07-28 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:40:10.4974175,0,,
4981,2014-07-29 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:40:10.6961703,0,,
4982,2014-07-30 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:40:10.884596,0,,
4983,2014-07-31 00:00:00,,,2021-11-06 12:40:11.0792754,1,18,17
4984,2014-08-01 00:00:00,,,2021-11-06 12:40:11.8985593,1,18,17
4985,2014-08-02 00:00:00,Weekend,,2021-11-06 12:40:22.6354142,0,,
4986,2014-08-03 00:00:00,Weekend,,2021-11-06 12:40:22.6553185,0,,
4987,2014-08-04 00:00:00,,,2021-11-06 12:40:22.6747371,1,18,17
4988,2014-08-05 00:00:00,,,2021-11-06 12:40:23.3816808,1,18,17
4989,2014-08-06 00:00:00,,,2021-11-06 12:40:24.2009344,1,18,17
4990,2014-08-07 00:00:00,,,2021-11-06 12:40:24.9201424,1,18,17
4991,2014-08-08 00:00:00,,,2021-11-06 12:40:25.6962873,1,18,17
4992,2014-08-09 00:00:00,Weekend,,2021-11-06 12:40:26.4100661,0,,
4993,2014-08-10 00:00:00,Weekend,,2021-11-06 12:40:26.4294945,0,,
4994,2014-08-11 00:00:00,,,2021-11-06 12:40:26.4488202,1,18,17
4995,2014-08-12 00:00:00,,,2021-11-06 12:40:27.2060916,1,18,17
4996,2014-08-13 00:00:00,,,2021-11-06 12:40:27.9773157,1,18,17
4997,2014-08-14 00:00:00,,,2021-11-06 12:40:28.7496846,1,18,17
4998,2014-08-15 00:00:00,,,2021-11-06 12:40:29.5413495,1,18,17
4999,2014-08-16 00:00:00,Weekend,,2021-11-06 12:40:30.4000689,0,,
5000,2014-08-17 00:00:00,Weekend,,2021-11-06 12:40:30.4247247,0,,
5001,2014-08-18 00:00:00,,,2021-11-06 12:40:30.448844,1,18,17
5002,2014-08-19 00:00:00,,,2021-11-06 12:40:31.2308341,1,18,17
5003,2014-08-20 00:00:00,,,2021-11-06 12:40:32.0156056,1,18,17
5004,2014-08-21 00:00:00,,,2021-11-06 12:46:39.7217739,1,18,18
5005,2014-08-22 00:00:00,,,2021-11-06 12:46:50.9334932,1,18,17
5006,2014-08-23 00:00:00,Weekend,,2021-11-06 12:46:51.3089392,0,,
5007,2014-08-24 00:00:00,Weekend,,2021-11-06 12:46:51.3207375,0,,
5008,2014-08-25 00:00:00,,,2021-11-06 12:46:51.330204,1,18,18
5009,2014-08-26 00:00:00,,,2021-11-06 12:46:58.8778594,1,18,18
5010,2014-08-27 00:00:00,,,2021-11-06 12:46:59.2888022,1,18,18
5011,2014-08-28 00:00:00,,,2021-11-06 12:46:59.6687014,1,18,18
5012,2014-08-29 00:00:00,,,2021-11-06 12:47:00.0860693,1,18,18
5013,2014-08-30 00:00:00,Weekend,,2021-11-06 12:47:00.5288617,0,,
5014,2014-08-31 00:00:00,Weekend,,2021-11-06 12:47:00.5400334,0,,
5015,2014-09-01 00:00:00,,,2021-11-06 12:47:00.5509545,1,18,18
5016,2014-09-02 00:00:00,,,2021-11-06 12:47:15.1848802,1,18,18
5017,2014-09-03 00:00:00,,,2021-11-06 12:47:15.5946419,1,18,18
5018,2014-09-04 00:00:00,,,2021-11-06 12:47:16.0040812,1,18,18
5019,2014-09-05 00:00:00,,,2021-11-06 12:47:16.4009342,1,18,18
5020,2014-09-06 00:00:00,Weekend,,2021-11-06 12:47:16.8250041,0,,
5021,2014-09-07 00:00:00,Weekend,,2021-11-06 12:47:16.836977,0,,
5022,2014-09-08 00:00:00,,,2021-11-06 12:47:16.8493783,1,18,17
5023,2014-09-09 00:00:00,,,2021-11-06 12:47:17.2725103,1,18,18
5024,2014-09-10 00:00:00,,,2021-11-06 12:47:17.7176035,1,18,17
5025,2014-09-11 00:00:00,,,2021-11-06 12:47:18.1132697,1,18,18
5026,2014-09-12 00:00:00,,,2021-11-06 12:47:18.5664303,1,18,18
5027,2014-09-13 00:00:00,Weekend,,2021-11-06 12:47:19.0270234,0,,
5028,2014-09-14 00:00:00,Weekend,,2021-11-06 12:47:19.0394056,0,,
5029,2014-09-15 00:00:00,,,2021-11-06 12:47:19.0517155,1,18,18
5030,2014-09-16 00:00:00,,,2021-11-06 12:47:19.5227834,1,18,18
5031,2014-09-17 00:00:00,,,2021-11-06 12:47:19.9974165,1,18,18
5032,2014-09-18 00:00:00,,,2021-11-06 12:47:20.5344106,1,18,18
5033,2014-09-19 00:00:00,,,2021-11-06 12:47:21.0405436,1,18,18
5034,2014-09-20 00:00:00,Weekend,,2021-11-06 12:47:21.5912263,0,,
5035,2014-09-21 00:00:00,Weekend,,2021-11-06 12:47:21.606028,0,,
5036,2014-09-22 00:00:00,,,2021-11-06 12:47:21.6212265,1,18,18
5037,2014-09-23 00:00:00,,,2021-11-06 12:47:22.1894785,1,18,18
5038,2014-09-24 00:00:00,,,2021-11-06 12:47:22.7168036,1,18,18
5039,2014-09-25 00:00:00,,,2021-11-06 12:47:23.239877,1,18,18
5040,2014-09-26 00:00:00,,,2021-11-06 12:47:23.7857354,1,18,18
5041,2014-09-27 00:00:00,Weekend,,2021-11-06 12:47:24.3282488,0,,
5042,2014-09-28 00:00:00,Weekend,,2021-11-06 12:47:24.3448838,0,,
5043,2014-09-29 00:00:00,,,2021-11-06 12:47:24.3619759,1,18,18
5044,2014-09-30 00:00:00,,,2021-11-06 12:47:24.937186,1,18,18
5045,2014-10-01 00:00:00,,,2021-11-06 12:47:25.5399312,1,18,18
5046,2014-10-02 00:00:00,,,2021-11-06 12:47:36.1639758,1,18,18
5047,2014-10-03 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:47:36.7439848,0,,
5048,2014-10-04 00:00:00,Weekend,,2021-11-06 12:47:36.9353267,0,,
5049,2014-10-05 00:00:00,Weekend,,2021-11-06 12:47:36.9520241,0,,
5050,2014-10-06 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:47:36.9698547,0,,
5051,2014-10-07 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:47:37.1451481,0,,
5052,2014-10-08 00:00:00,,,2021-11-06 12:47:37.3117659,1,18,18
5053,2014-10-09 00:00:00,,,2021-11-06 12:47:37.9078669,1,18,18
5054,2014-10-10 00:00:00,,,2021-11-06 12:47:38.5537274,1,18,18
5055,2014-10-11 00:00:00,Weekend,,2021-11-06 12:47:39.1662412,0,,
5056,2014-10-12 00:00:00,Weekend,,2021-11-06 12:47:39.1843064,0,,
5057,2014-10-13 00:00:00,,,2021-11-06 12:47:39.2016901,1,18,18
5058,2014-10-14 00:00:00,,,2021-11-06 12:47:39.8418783,1,18,18
5059,2014-10-15 00:00:00,,,2021-11-06 12:47:40.4999256,1,18,18
5060,2014-10-16 00:00:00,,,2021-11-06 12:47:41.1442906,1,18,18
5061,2014-10-17 00:00:00,,,2021-11-06 12:47:41.7930433,1,18,18
5062,2014-10-18 00:00:00,Weekend,,2021-11-06 12:47:42.4639159,0,,
5063,2014-10-19 00:00:00,Weekend,,2021-11-06 12:47:42.4846944,0,,
5064,2014-10-20 00:00:00,,,2021-11-06 12:47:42.503585,1,18,18
5065,2014-10-21 00:00:00,,,2021-11-06 12:47:43.2354602,1,18,18
5066,2014-10-22 00:00:00,,,2021-11-06 12:47:43.9016326,1,18,18
5067,2014-10-23 00:00:00,,,2021-11-06 12:47:44.6231201,1,18,18
5068,2014-10-24 00:00:00,,,2021-11-06 12:47:45.3721155,1,18,18
5069,2014-10-25 00:00:00,Weekend,,2021-11-06 12:47:46.1015519,0,,
5070,2014-10-26 00:00:00,Weekend,,2021-11-06 12:47:46.1222502,0,,
5071,2014-10-27 00:00:00,,,2021-11-06 12:47:46.1428432,1,18,18
5072,2014-10-28 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:48:11.6749854,0,,
5073,2014-10-29 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:48:11.8680471,0,,
5074,2014-10-30 00:00:00,,,2021-11-06 12:48:12.0481488,1,18,18
5075,2014-10-31 00:00:00,,,2021-11-06 12:48:12.8206752,1,18,18
5076,2014-11-01 00:00:00,Weekend,,2021-11-06 12:48:13.5901398,0,,
5077,2014-11-02 00:00:00,Weekend,,2021-11-06 12:48:13.6088327,0,,
5078,2014-11-03 00:00:00,,,2021-11-06 12:48:13.6298546,1,18,18
5079,2014-11-04 00:00:00,,,2021-11-06 12:48:14.4189121,1,18,18
5080,2014-11-05 00:00:00,,,2021-11-06 12:48:15.2408994,1,18,18
5081,2014-11-06 00:00:00,,,2021-11-06 12:48:16.0970963,1,18,18
5082,2014-11-07 00:00:00,,,2021-11-06 12:48:16.9158498,1,18,18
5083,2014-11-08 00:00:00,Weekend,,2021-11-06 12:48:17.7002428,0,,
5084,2014-11-09 00:00:00,Weekend,,2021-11-06 12:48:17.7231527,0,,
5085,2014-11-10 00:00:00,,,2021-11-06 12:48:17.7462814,1,18,18
5086,2014-11-11 00:00:00,,,2021-11-06 12:48:18.5488285,1,18,18
5087,2014-11-12 00:00:00,,,2021-11-06 12:48:19.3377853,1,18,18
5088,2014-11-13 00:00:00,,,2021-11-06 12:48:20.1908156,1,18,18
5089,2014-11-14 00:00:00,,,2021-11-06 12:48:21.043809,1,18,18
5090,2014-11-15 00:00:00,Weekend,,2021-11-06 12:48:21.9855169,0,,
5091,2014-11-16 00:00:00,Weekend,,2021-11-06 12:48:22.0096572,0,,
5092,2014-11-17 00:00:00,,,2021-11-06 12:48:22.0342752,1,18,18
5093,2014-11-18 00:00:00,,,2021-11-06 12:48:23.029334,1,18,18
5094,2014-11-19 00:00:00,,,2021-11-06 12:48:23.9578023,1,18,18
5095,2014-11-20 00:00:00,,,2021-11-06 12:48:24.8792029,1,18,18
5096,2014-11-21 00:00:00,,,2021-11-06 12:48:38.1794924,1,18,18
5097,2014-11-22 00:00:00,Weekend,,2021-11-06 12:48:39.1290038,0,,
5098,2014-11-23 00:00:00,Weekend,,2021-11-06 12:48:39.1556302,0,,
5099,2014-11-24 00:00:00,,,2021-11-06 12:48:39.1829522,1,18,18
5100,2014-11-25 00:00:00,,,2021-11-06 12:48:40.1732339,1,18,18
5101,2014-11-26 00:00:00,,,2021-11-06 12:48:41.1390364,1,18,18
5102,2014-11-27 00:00:00,,,2021-11-06 12:48:42.1091021,1,18,18
5103,2014-11-28 00:00:00,,,2021-11-06 12:48:43.0490923,1,18,18
5104,2014-11-29 00:00:00,Weekend,,2021-11-06 12:48:44.0288956,0,,
5105,2014-11-30 00:00:00,Weekend,,2021-11-06 12:48:44.055507,0,,
5106,2014-12-01 00:00:00,,,2021-11-06 12:48:44.083945,1,18,18
5107,2014-12-02 00:00:00,,,2021-11-06 12:48:55.0346549,1,18,18
5108,2014-12-03 00:00:00,,,2021-11-06 12:48:55.9629577,1,18,18
5109,2014-12-04 00:00:00,,,2021-11-06 12:48:56.9232178,1,18,18
5110,2014-12-05 00:00:00,,,2021-11-06 12:48:57.8771689,1,18,18
5111,2014-12-06 00:00:00,Weekend,,2021-11-06 12:48:58.8359021,0,,
5112,2014-12-07 00:00:00,Weekend,,2021-11-06 12:48:58.8621507,0,,
5113,2014-12-08 00:00:00,,,2021-11-06 12:48:58.8890408,1,18,18
5114,2014-12-09 00:00:00,,,2021-11-06 12:48:59.8636099,1,18,18
5115,2014-12-10 00:00:00,,,2021-11-06 12:49:00.8065208,1,18,18
5116,2014-12-11 00:00:00,,,2021-11-06 12:49:01.7745669,1,18,18
5117,2014-12-12 00:00:00,,,2021-11-06 12:49:02.7878807,1,18,18
5118,2014-12-13 00:00:00,Weekend,,2021-11-06 12:49:03.8026836,0,,
5119,2014-12-14 00:00:00,Weekend,,2021-11-06 12:49:03.8317228,0,,
5120,2014-12-15 00:00:00,,,2021-11-06 12:49:03.8609531,1,18,18
5121,2014-12-16 00:00:00,,,2021-11-06 12:49:04.8951405,1,18,18
5122,2014-12-17 00:00:00,,,2021-11-06 12:49:05.952704,1,18,18
5123,2014-12-18 00:00:00,,,2021-11-06 12:49:06.9883646,1,18,18
5124,2014-12-19 00:00:00,,,2021-11-06 12:49:08.0362414,1,18,18
5125,2014-12-20 00:00:00,Weekend,,2021-11-06 12:49:09.0834871,0,,
5126,2014-12-21 00:00:00,Weekend,,2021-11-06 12:49:09.1127151,0,,
5127,2014-12-22 00:00:00,,,2021-11-06 12:49:09.1424704,1,18,18
5128,2014-12-23 00:00:00,,,2021-11-06 12:49:10.3329789,1,18,18
5129,2014-12-24 00:00:00,,,2021-11-06 12:49:11.4030351,1,18,18
5130,2014-12-25 00:00:00,,,2021-11-06 12:49:12.5188744,1,18,18
5131,2014-12-26 00:00:00,,,2021-11-06 12:49:13.6285354,1,18,18
5132,2014-12-27 00:00:00,Weekend,,2021-11-06 12:49:14.7408712,0,,
5133,2014-12-28 00:00:00,Weekend,,2021-11-06 12:49:14.7716246,0,,
5134,2014-12-29 00:00:00,,,2021-11-06 12:49:14.8017299,1,18,18
5135,2014-12-30 00:00:00,,,2021-11-06 12:49:15.8760369,1,18,18
5136,2014-12-31 00:00:00,,,2021-11-06 12:49:16.9759376,1,18,18
5137,2015-01-01 00:00:00,First day of the year,,2021-11-06 12:49:18.0625039,0,,
5138,2015-01-02 00:00:00,,,2021-11-06 12:49:18.0925803,1,18,18
5139,2015-01-03 00:00:00,Weekend,,2021-11-06 12:49:19.2092062,0,,
5140,2015-01-04 00:00:00,Weekend,,2021-11-06 12:49:19.2406766,0,,
5141,2015-01-05 00:00:00,,,2021-11-06 12:49:19.2719005,1,18,18
5142,2015-01-06 00:00:00,,,2021-11-06 12:49:20.4133038,1,18,18
5143,2015-01-07 00:00:00,,,2021-11-06 12:49:21.5257228,1,18,18
5144,2015-01-08 00:00:00,,,2021-11-06 12:49:22.6482502,1,18,18
5145,2015-01-09 00:00:00,,,2021-11-06 12:49:23.8258132,1,18,18
5146,2015-01-10 00:00:00,Weekend,,2021-11-06 12:49:25.0534026,0,,
5147,2015-01-11 00:00:00,Weekend,,2021-11-06 12:49:25.0868114,0,,
5148,2015-01-12 00:00:00,,,2021-11-06 12:49:25.1194943,1,18,18
5149,2015-01-13 00:00:00,,,2021-11-06 12:49:26.2919965,1,18,18
5150,2015-01-14 00:00:00,,,2021-11-06 12:49:27.4517701,1,18,18
5151,2015-01-15 00:00:00,,,2021-11-06 12:49:28.6510347,1,18,18
5152,2015-01-16 00:00:00,,,2021-11-06 12:49:29.8933261,1,18,18
5153,2015-01-17 00:00:00,Weekend,,2021-11-06 12:49:31.129398,0,,
5154,2015-01-18 00:00:00,Weekend,,2021-11-06 12:49:31.1730165,0,,
5155,2015-01-19 00:00:00,,,2021-11-06 12:49:31.2070802,1,18,18
5156,2015-01-20 00:00:00,,,2021-11-06 12:49:32.4291648,1,18,18
5157,2015-01-21 00:00:00,,,2021-11-06 12:49:33.6720023,1,18,18
5158,2015-01-22 00:00:00,,,2021-11-06 12:49:34.9400865,1,18,18
5159,2015-01-23 00:00:00,,,2021-11-06 12:49:36.2224069,1,18,18
5160,2015-01-24 00:00:00,Weekend,,2021-11-06 12:49:37.4989396,0,,
5161,2015-01-25 00:00:00,Weekend,,2021-11-06 12:49:37.532776,0,,
5162,2015-01-26 00:00:00,,,2021-11-06 12:49:37.5901488,1,18,18
5163,2015-01-27 00:00:00,,,2021-11-06 12:49:38.8724988,1,18,18
5164,2015-01-28 00:00:00,,,2021-11-06 12:49:40.2131287,1,18,18
5165,2015-01-29 00:00:00,,,2021-11-06 12:49:41.5236877,1,18,18
5166,2015-01-30 00:00:00,,,2021-11-06 12:49:42.7961251,1,18,18
5167,2015-01-31 00:00:00,Weekend,,2021-11-06 12:49:44.11391,0,,
5168,2015-02-01 00:00:00,Weekend,,2021-11-06 12:49:44.151374,0,,
5169,2015-02-02 00:00:00,,,2021-11-06 12:49:44.1874067,1,18,18
5170,2015-02-03 00:00:00,,,2021-11-06 12:49:45.4887868,1,18,18
5171,2015-02-04 00:00:00,,,2021-11-06 12:49:46.8237198,1,18,18
5172,2015-02-05 00:00:00,,,2021-11-06 12:49:48.1676726,1,18,18
5173,2015-02-06 00:00:00,,,2021-11-06 12:49:49.5168436,1,18,18
5174,2015-02-07 00:00:00,Weekend,,2021-11-06 12:49:50.8550083,0,,
5175,2015-02-08 00:00:00,Weekend,,2021-11-06 12:49:50.8942305,0,,
5176,2015-02-09 00:00:00,,,2021-11-06 12:49:50.9384535,1,18,18
5177,2015-02-10 00:00:00,,,2021-11-06 12:49:52.3361099,1,18,18
5178,2015-02-11 00:00:00,,,2021-11-06 12:49:53.7269894,1,18,18
5179,2015-02-12 00:00:00,,,2021-11-06 12:49:55.1167457,1,18,18
5180,2015-02-13 00:00:00,,,2021-11-06 12:49:56.5041765,1,18,18
5181,2015-02-14 00:00:00,Weekend,,2021-11-06 12:49:57.9546797,0,,
5182,2015-02-15 00:00:00,Weekend,,2021-11-06 12:49:57.9941814,0,,
5183,2015-02-16 00:00:00,,,2021-11-06 12:49:58.0332858,1,18,18
5184,2015-02-17 00:00:00,,,2021-11-06 12:49:59.4769936,1,18,18
5185,2015-02-18 00:00:00,,,2021-11-06 12:50:00.9176666,1,18,18
5186,2015-02-19 00:00:00,,,2021-11-06 12:50:03.3674553,1,18,18
5187,2015-02-20 00:00:00,,,2021-11-06 12:50:29.6074684,1,18,18
5188,2015-02-21 00:00:00,Weekend,,2021-11-06 12:50:31.0996344,0,,
5189,2015-02-22 00:00:00,Weekend,,2021-11-06 12:50:31.1390789,0,,
5190,2015-02-23 00:00:00,,,2021-11-06 12:50:31.1761682,1,18,18
5191,2015-02-24 00:00:00,,,2021-11-06 12:50:32.6793443,1,18,18
5192,2015-02-25 00:00:00,,,2021-11-06 12:50:34.2029653,1,18,18
5193,2015-02-26 00:00:00,,,2021-11-06 12:50:35.7520261,1,18,18
5194,2015-02-27 00:00:00,,,2021-11-06 12:50:37.3028985,1,18,18
5195,2015-02-28 00:00:00,Weekend,,2021-11-06 12:50:38.8306143,0,,
5196,2015-03-01 00:00:00,Weekend,,2021-11-06 12:50:38.8735006,0,,
5197,2015-03-02 00:00:00,,,2021-11-06 12:50:38.9152064,1,18,18
5198,2015-03-03 00:00:00,,,2021-11-06 12:50:40.3961854,1,18,18
5199,2015-03-04 00:00:00,,,2021-11-06 12:50:41.9207731,1,18,18
5200,2015-03-05 00:00:00,,,2021-11-06 12:50:43.4874273,1,18,18
5201,2015-03-06 00:00:00,,,2021-11-06 12:50:45.0508532,1,18,18
5202,2015-03-07 00:00:00,Weekend,,2021-11-06 12:50:46.6148156,0,,
5203,2015-03-08 00:00:00,Weekend,,2021-11-06 12:50:46.6562048,0,,
5204,2015-03-09 00:00:00,,,2021-11-06 12:50:46.6957326,1,18,18
5205,2015-03-10 00:00:00,,,2021-11-06 12:50:48.2876492,1,18,18
5206,2015-03-11 00:00:00,,,2021-11-06 12:50:49.8354193,1,18,18
5207,2015-03-12 00:00:00,,,2021-11-06 12:50:51.4144836,1,18,18
5208,2015-03-13 00:00:00,,,2021-11-06 12:50:53.0500946,1,18,18
5209,2015-03-14 00:00:00,Weekend,,2021-11-06 12:50:54.6767888,0,,
5210,2015-03-15 00:00:00,Weekend,,2021-11-06 12:50:54.7187927,0,,
5211,2015-03-16 00:00:00,,,2021-11-06 12:50:54.7613587,1,18,18
5212,2015-03-17 00:00:00,,,2021-11-06 12:50:56.3878423,1,18,18
5213,2015-03-18 00:00:00,,,2021-11-06 12:50:58.001241,1,18,18
5214,2015-03-19 00:00:00,,,2021-11-06 12:50:59.6192327,1,18,18
5215,2015-03-20 00:00:00,,,2021-11-06 12:51:01.2856396,1,18,18
5216,2015-03-21 00:00:00,Weekend,,2021-11-06 12:51:02.9198795,0,,
5217,2015-03-22 00:00:00,Weekend,,2021-11-06 12:51:02.9694147,0,,
5218,2015-03-23 00:00:00,,,2021-11-06 12:51:03.0311383,1,18,18
5219,2015-03-24 00:00:00,,,2021-11-06 12:51:04.7192934,1,18,18
5220,2015-03-25 00:00:00,,,2021-11-06 12:51:06.3860695,1,18,18
5221,2015-03-26 00:00:00,,,2021-11-06 12:51:08.0625255,1,18,18
5222,2015-03-27 00:00:00,,,2021-11-06 12:51:09.7517062,1,18,18
5223,2015-03-28 00:00:00,Weekend,,2021-11-06 12:51:11.4328635,0,,
5224,2015-03-29 00:00:00,Weekend,,2021-11-06 12:51:11.4765467,0,,
5225,2015-03-30 00:00:00,,,2021-11-06 12:51:11.5192583,1,18,18
5226,2015-03-31 00:00:00,,,2021-11-06 12:51:13.2187211,1,18,18
5227,2015-04-01 00:00:00,,,2021-11-06 12:51:14.9569289,1,18,18
5228,2015-04-02 00:00:00,,,2021-11-06 12:51:26.9198941,1,18,18
5229,2015-04-03 00:00:00,,,2021-11-06 12:51:28.6691689,1,18,18
5230,2015-04-04 00:00:00,Weekend,,2021-11-06 12:51:30.3819916,0,,
5231,2015-04-05 00:00:00,Weekend,,2021-11-06 12:51:30.4365487,0,,
5232,2015-04-06 00:00:00,,,2021-11-06 12:51:30.4848735,1,18,18
5233,2015-04-07 00:00:00,,,2021-11-06 12:51:32.2312322,1,18,18
5234,2015-04-08 00:00:00,,,2021-11-06 12:51:33.934382,1,18,18
5235,2015-04-09 00:00:00,,,2021-11-06 12:51:35.7439554,1,18,18
5236,2015-04-10 00:00:00,,,2021-11-06 12:51:37.5249438,1,18,18
5237,2015-04-11 00:00:00,Weekend,,2021-11-06 12:51:39.3057065,0,,
5238,2015-04-12 00:00:00,Weekend,,2021-11-06 12:51:39.3720789,0,,
5239,2015-04-13 00:00:00,,,2021-11-06 12:51:39.4182688,1,18,18
5240,2015-04-14 00:00:00,,,2021-11-06 12:51:41.2133301,1,18,18
5241,2015-04-15 00:00:00,,,2021-11-06 12:51:44.0557679,1,18,18
5242,2015-04-16 00:00:00,,,2021-11-06 12:51:45.8393477,1,18,18
5243,2015-04-17 00:00:00,,,2021-11-06 12:51:47.646287,1,18,18
5244,2015-04-18 00:00:00,Weekend,,2021-11-06 12:51:49.4977364,0,,
5245,2015-04-19 00:00:00,Weekend,,2021-11-06 12:51:49.5462836,0,,
5246,2015-04-20 00:00:00,,,2021-11-06 12:51:49.5935197,1,18,18
5247,2015-04-21 00:00:00,,,2021-11-06 12:51:51.4297199,1,18,18
5248,2015-04-22 00:00:00,,,2021-11-06 12:51:53.2738319,1,18,18
5249,2015-04-23 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:51:55.1191681,0,,
5250,2015-04-24 00:00:00,,,2021-11-06 12:51:55.3652673,1,18,18
5251,2015-04-25 00:00:00,Weekend,,2021-11-06 12:51:57.196661,0,,
5252,2015-04-26 00:00:00,Weekend,,2021-11-06 12:51:57.2470878,0,,
5253,2015-04-27 00:00:00,,,2021-11-06 12:51:57.2945732,1,18,18
5254,2015-04-28 00:00:00,,,2021-11-06 12:51:59.1883609,1,18,18
5255,2015-04-29 00:00:00,,,2021-11-06 12:52:01.0772514,1,18,18
5256,2015-04-30 00:00:00,,,2021-11-06 12:52:02.965324,1,18,18
5257,2015-05-01 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:52:05.8722507,0,,
5258,2015-05-02 00:00:00,Weekend,,2021-11-06 12:52:16.1270806,0,,
5259,2015-05-03 00:00:00,Weekend,,2021-11-06 12:52:16.1973734,0,,
5260,2015-05-04 00:00:00,,,2021-11-06 12:52:16.2506743,1,18,18
5261,2015-05-05 00:00:00,,,2021-11-06 12:52:18.1525684,1,18,18
5262,2015-05-06 00:00:00,,,2021-11-06 12:52:20.0820365,1,18,18
5263,2015-05-07 00:00:00,,,2021-11-06 12:52:22.0045153,1,18,18
5264,2015-05-08 00:00:00,,,2021-11-06 12:52:26.0055199,1,18,18
5265,2015-05-09 00:00:00,Weekend,,2021-11-06 12:52:28.0183174,0,,
5266,2015-05-10 00:00:00,Weekend,,2021-11-06 12:52:28.0685066,0,,
5267,2015-05-11 00:00:00,,,2021-11-06 12:52:28.1195379,1,18,18
5268,2015-05-12 00:00:00,,,2021-11-06 12:52:31.3323782,1,18,18
5269,2015-05-13 00:00:00,,,2021-11-06 12:52:33.3537291,1,18,18
5270,2015-05-14 00:00:00,,,2021-11-06 12:52:35.4703279,1,18,18
5271,2015-05-15 00:00:00,,,2021-11-06 12:52:37.514395,1,18,18
5272,2015-05-16 00:00:00,Weekend,,2021-11-06 12:52:39.4984626,0,,
5273,2015-05-17 00:00:00,Weekend,,2021-11-06 12:52:39.5512852,0,,
5274,2015-05-18 00:00:00,,,2021-11-06 12:52:39.6230033,1,18,18
5275,2015-05-19 00:00:00,No data exists,The remote server returned an error: (404) Not Found.,2021-11-06 12:52:41.6468535,0,,
5276,2015-05-20 00:00:00,,,2021-11-06 12:52:41.9239819,1,18,18
5277,2015-05-21 00:00:00,,,2021-11-06 12:52:43.9913885,1,18,18
5278,2015-05-22 00:00:00,,,2021-11-06 12:52:46.0879701,1,18,18
5279,2015-05-23 00:00:00,Weekend,,2021-11-06 12:52:48.1066758,0,,
5280,2015-05-24 00:00:00,Weekend,,2021-11-06 12:52:48.1596771,0,,
5281,2015-05-25 00:00:00,,,2021-11-06 12:52:48.2346802,1,18,18
